name,time,Altitude,Latitude,Longitude,PlaneID,TimeLag,host,region
gps,1634222880999000000,260.0870056152344,38.11953353881836,-84.49759674072266,0013A20041D1CB94,-1.2968263626098633,,
gps,1634222881999000000,261.66400146484375,38.11954116821289,-84.49757385253906,0013A20041D1CB94,-1.2890028953552246,,
gps,1634222882999000000,262.93499755859375,38.11954879760742,-84.49755096435547,0013A20041D1CB94,-1.296661376953125,,
gps,1634222883999000000,263.33599853515625,38.11954879760742,-84.49752807617188,0013A20041D1CB94,-1.288320541381836,,
gps,1634222884999000000,263.427001953125,38.11954879760742,-84.49752807617188,0013A20041D1CB94,-1.2969908714294434,,
gps,1634222885999000000,263.4880065917969,38.11954116821289,-84.49752807617188,0013A20041D1CB94,-1.2733633518218994,,
gps,1634222886999000000,263.510986328125,38.11954116821289,-84.49752807617188,0013A20041D1CB94,-1.2959771156311035,,
gps,1634222887999000000,263.5169982910156,38.119537353515625,-84.49752807617188,0013A20041D1CB94,-1.290226936340332,,
gps,1634222888999000000,263.4110107421875,38.119537353515625,-84.49752807617188,0013A20041D1CB94,-1.2974092960357666,,
gps,1634222889999000000,263.2929992675781,38.119537353515625,-84.49752807617188,0013A20041D1CB94,-1.290687084197998,,
gps,1634222890999000000,264.3080139160156,38.11953353881836,-84.49752807617188,0013A20041D1CB94,-1.2978904247283936,,
gps,1634222891999000000,266.6669921875,38.11953353881836,-84.49752807617188,0013A20041D1CB94,-1.2898051738739014,,
gps,1634222892999000000,269.5570068359375,38.11953353881836,-84.4975357055664,0013A20041D1CB94,-1.2962501049041748,,
gps,1634222893999000000,272.6180114746094,38.11953353881836,-84.49752807617188,0013A20041D1CB94,-1.2912623882293701,,
gps,1634222894999000000,275.7510070800781,38.11953353881836,-84.49752807617188,0013A20041D1CB94,-1.1979098320007324,,
gps,1634222895999000000,278.864990234375,38.119537353515625,-84.49752807617188,0013A20041D1CB94,-1.2905702590942383,,
gps,1634222896999000000,281.9960021972656,38.119537353515625,-84.49752807617188,0013A20041D1CB94,-1.297877550125122,,
gps,1634222897999000000,285.052001953125,38.119537353515625,-84.49752807617188,0013A20041D1CB94,-1.2916679382324219,,
gps,1634222898999000000,288.16900634765625,38.119537353515625,-84.49752807617188,0013A20041D1CB94,-1.2976322174072266,,
gps,1634222899999000000,290.57000732421875,38.119537353515625,-84.49752807617188,0013A20041D1CB94,-1.306318759918213,,
gps,1634222900999000000,292.2380065917969,38.119537353515625,-84.49752807617188,0013A20041D1CB94,-1.298687219619751,,
gps,1634222901999000000,292.8219909667969,38.119537353515625,-84.49752807617188,0013A20041D1CB94,-1.2921428680419922,,
gps,1634222902999000000,293.0329895019531,38.119544982910156,-84.49752807617188,0013A20041D1CB94,-1.2847697734832764,,
gps,1634222903999000000,293.13299560546875,38.11956024169922,-84.49751281738281,0013A20041D1CB94,-1.307746410369873,,
gps,1634222904999000000,293.1239929199219,38.11959457397461,-84.49748992919922,0013A20041D1CB94,-1.2686216831207275,,
gps,1634222905999000000,293.07598876953125,38.11964416503906,-84.4974594116211,0013A20041D1CB94,-1.2284901142120361,,
gps,1634222906999000000,293.10101318359375,38.119712829589844,-84.49742126464844,0013A20041D1CB94,-1.285343885421753,,
gps,1634222907999000000,293.15399169921875,38.11979293823242,-84.49736785888672,0013A20041D1CB94,-1.2916197776794434,,
gps,1634222908999000000,293.1159973144531,38.119876861572266,-84.497314453125,0013A20041D1CB94,-1.298983097076416,,
gps,1634222909999000000,293.06298828125,38.11996078491211,-84.49726104736328,0013A20041D1CB94,-1.2923133373260498,,
gps,1634222910999000000,293.0119934082031,38.12004470825195,-84.49720764160156,0013A20041D1CB94,-1.2852015495300293,,
gps,1634222911999000000,292.9830017089844,38.12012481689453,-84.49715423583984,0013A20041D1CB94,-1.2927072048187256,,
gps,1634222912999000000,293.0509948730469,38.12020492553711,-84.49710083007812,0013A20041D1CB94,-1.285224199295044,,
gps,1634222913999000000,293.052001953125,38.12028503417969,-84.4970474243164,0013A20041D1CB94,-1.294250726699829,,
gps,1634222914999000000,293.1340026855469,38.120365142822266,-84.49700164794922,0013A20041D1CB94,-1.3019766807556152,,
gps,1634222915999000000,293.2239990234375,38.120445251464844,-84.4969482421875,0013A20041D1CB94,-1.2623331546783447,,
gps,1634222916999000000,293.2950134277344,38.120521545410156,-84.49689483642578,0013A20041D1CB94,-1.3019185066223145,,
gps,1634222917999000000,293.3399963378906,38.120601654052734,-84.49684143066406,0013A20041D1CB94,-1.294736623764038,,
gps,1634222918999000000,293.34698486328125,38.12068176269531,-84.49678802490234,0013A20041D1CB94,-0.8694338798522949,,
gps,1634222919999000000,293.2820129394531,38.12076187133789,-84.49674224853516,0013A20041D1CB94,-1.2620811462402344,,
gps,1634222920999000000,293.33599853515625,38.12084197998047,-84.49668884277344,0013A20041D1CB94,-1.2871956825256348,,
gps,1634222921999000000,293.3429870605469,38.12092208862305,-84.49663543701172,0013A20041D1CB94,-1.2955760955810547,,
gps,1634222922999000000,293.3760070800781,38.121002197265625,-84.49658203125,0013A20041D1CB94,-1.2877767086029053,,
gps,1634222923999000000,293.4020080566406,38.1210823059082,-84.49652862548828,0013A20041D1CB94,-0.17353415489196777,,
gps,1634222924999000000,293.3909912109375,38.12116241455078,-84.49647521972656,0013A20041D1CB94,-1.0475003719329834,,
gps,1634222925999000000,293.46099853515625,38.12124252319336,-84.49642944335938,0013A20041D1CB94,-0.8786294460296631,,
gps,1634222926999000000,293.4849853515625,38.12132263183594,-84.49637603759766,0013A20041D1CB94,-1.3000988960266113,,
